pair;direction;rsi;signal_time;entry_time_str;exit_time_str;entry_price;exit_price;pnl_percent;hold_time;dynamic_sl;status;exit_reason;filter_info;filtered_out;;;;;
BTCUSDT;Long;38.58871442381861;01.08.2025 18:25;01.08.2025 18:25;0;114153.6;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1;;;;;
BTCUSDT;Long;37.70904818650688;01.08.2025 19:05;01.08.2025 19:05;0;113885.2;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1;;;;;
BTCUSDT;Long;42.15467502972655;01.08.2025 19:30;01.08.2025 19:30;0;113763.8;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1;;;;;
BTCUSDT;Long;39.01174211375042;01.08.2025 19:45;01.08.2025 19:45;0;113448.9;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1;;;;;
BTCUSDT;Short;61.19713360672427;02.08.2025 4:05;02.08.2025 4:05;0;113893.3;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1;;;;;
BTCUSDT;Long;39.2707246875231;02.08.2025 6:45;02.08.2025 6:45;0;113668.5;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1;;;;;
BTCUSDT;Long;36.30697835311462;02.08.2025 18:40;02.08.2025 18:40;0;112513.7;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1;;;;;
BTCUSDT;Long;33.21160521312382;02.08.2025 18:55;02.08.2025 18:55;0;112340.7;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1;;;;;
BTCUSDT;Short;65.08680290972201;03.08.2025 3:10;03.08.2025 3:10;0;113469.4;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1;;;;;
BTCUSDT;Short;62.30451385667639;03.08.2025 3:55;03.08.2025 3:55;0;113607.8;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1;;;;;
BTCUSDT;Short;60.10838859238596;03.08.2025 11:25;03.08.2025 11:25;0;114008.7;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1;;;;;
BTCUSDT;Short;55.16459940938808;03.08.2025 19:40;03.08.2025 19:40;0;114415.9;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1;;;;;
BTCUSDT;Short;58.24965754893574;04.08.2025 1:15;04.08.2025 1:15;0;114660.4;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1;;;;;
BTCUSDT;Short;63.013205446523;04.08.2025 1:35;04.08.2025 1:35;0;114818.2;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1;;;;;
BTCUSDT;Long;38.20517184306305;04.08.2025 5:35;04.08.2025 5:35;0;114296.9;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1;;;;;
BTCUSDT;Long;42.281825510340724;04.08.2025 6:25;04.08.2025 6:25;0;114259.0;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1;;;;;
