pair;direction;rsi;signal_time;entry_time_str;exit_time_str;entry_price;exit_price;pnl_percent;hold_time;dynamic_sl;status;exit_reason;filter_info;filtered_out;;;;;
BTCUSDT;Short;61.92808836995144;04.08.2025 7:55;04.08.2025 7:55;0;114676.2;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1;;;;;
BTCUSDT;Short;59.37177599663215;04.08.2025 14:35;04.08.2025 14:35;0;115116.9;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1;;;;;
BTCUSDT;Long;40.44330142156635;04.08.2025 20:05;04.08.2025 20:05;0;114789.9;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1;;;;;
BTCUSDT;Long;43.575409109292806;04.08.2025 20:20;04.08.2025 20:20;0;114782.5;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1;;;;;
BTCUSDT;Long;40.288017875232896;05.08.2025 0:55;05.08.2025 0:55;0;114891.3;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1;;;;;
BTCUSDT;Long;47.034793306153965;05.08.2025 2:45;05.08.2025 2:45;0;114765.6;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1;;;;;
BTCUSDT;Short;60.17026032603839;05.08.2025 10:00;05.08.2025 10:00;0;114624.9;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1;;;;;
BTCUSDT;Short;61.05227240925966;05.08.2025 10:45;05.08.2025 10:45;0;114871.8;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1;;;;;
BTCUSDT;Long;37.948393525855444;05.08.2025 13:10;05.08.2025 13:10;0;114045.1;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1;;;;;
BTCUSDT;Long;32.39178405650358;05.08.2025 14:55;05.08.2025 14:55;0;113032.2;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1;;;;;
BTCUSDT;Long;36.37298527410006;05.08.2025 15:50;05.08.2025 15:50;0;112872.3;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1;;;;;
BTCUSDT;Short;62.311068705142375;05.08.2025 23:55;05.08.2025 23:55;0;114123.0;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1;;;;;
BTCUSDT;Short;55.609342946219044;06.08.2025 6:00;06.08.2025 6:00;0;113988.8;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1;;;;;
BTCUSDT;Short;65.21558271346265;06.08.2025 15:45;06.08.2025 15:45;0;115136.8;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1;;;;;
BTCUSDT;Short;68.09260123389339;06.08.2025 16:05;06.08.2025 16:05;0;115368.0;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1;;;;;
BTCUSDT;Long;36.17606865069855;07.08.2025 3:25;07.08.2025 3:25;0;114519.3;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1;;;;;
BTCUSDT;Short;59.700599987953716;07.08.2025 7:30;07.08.2025 7:30;0;114791.0;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1;;;;;
BTCUSDT;Short;63.46866911270678;07.08.2025 8:30;07.08.2025 8:30;0;115038.4;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1;;;;;
BTCUSDT;Short;70.27624219349559;07.08.2025 11:30;07.08.2025 11:30;0;116543.2;0;0;0;0;Filtered;Filtered;Secondary TF Filter: Recent bull cross at RSI_SMA=50.76;1;;;;;
BTCUSDT;Short;67.4163743705621;07.08.2025 20:10;07.08.2025 20:10;0;117290.4;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1;;;;;
BTCUSDT;Short;69.01264768460902;07.08.2025 20:25;07.08.2025 20:25;0;117412.6;0;0;0;0;Filtered;Filtered;Secondary TF Filter: Uptrend: avg_sma_change=1.87, no_rsi_extreme=True;1;;;;;
BTCUSDT;Long;43.79841417894845;08.08.2025 6:10;08.08.2025 6:10;0;116571.4;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1;;;;;
BTCUSDT;Long;42.544042104107525;08.08.2025 15:55;08.08.2025 15:55;0;116201.8;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1;;;;;
BTCUSDT;Short;52.85685190866382;08.08.2025 18:25;08.08.2025 18:25;0;116595.6;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1;;;;;
BTCUSDT;Short;61.72814007361147;08.08.2025 21:35;08.08.2025 21:35;0;116848.4;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1;;;;;
BTCUSDT;Short;63.03553483005369;08.08.2025 21:55;08.08.2025 21:55;0;116926.0;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1;;;;;
BTCUSDT;Short;60.71593941663576;08.08.2025 22:15;08.08.2025 22:15;0;116914.8;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1;;;;;
BTCUSDT;Short;58.01442843181896;08.08.2025 22:30;08.08.2025 22:30;0;116901.3;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1;;;;;
BTCUSDT;Long;44.30073513735397;09.08.2025 1:05;09.08.2025 1:05;0;116640.3;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1;;;;;
BTCUSDT;Long;40.61581720916009;09.08.2025 1:30;09.08.2025 1:30;0;116567.5;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1;;;;;
BTCUSDT;Long;45.09673752166381;09.08.2025 3:10;09.08.2025 3:10;0;116447.5;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1;;;;;
BTCUSDT;Short;61.29203900981816;09.08.2025 9:40;09.08.2025 9:40;0;117271.9;0;0;0;0;Filtered;Filtered;Weak Entry Signal;1;;;;;
BTCUSDT;Short;82.64525611521957;10.08.2025 3:40;10.08.2025 3:40;0;118213.4;0;0;0;0;Filtered;Filtered;Secondary TF Filter: Recent bull cross at RSI_SMA=47.01;1;;;;;
